"SiteName";"Port";"HostHeader";"BindingInformation";"CertificateHash";"CertificateSubject";"CertificateIssuer";"CertificateExpiry";"CertificateFriendlyName";"CertificateStatus";"Backend"
"Site_paie";"443";"paie.optimedit.eu";"*:443:paie.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_paie";"8062";"paie.optimedit.eu";"*:8062:paie.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_rh";"443";"rh.optimedit.eu";"*:443:rh.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_rh";"8063";"rh.optimedit.eu";"*:8063:rh.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_ce";"443";"ce.optimedit.eu";"*:443:ce.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_ce";"8064";"ce.optimedit.eu";"*:8064:ce.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_it";"443";"it.optimedit.eu";"*:443:it.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_it";"8065";"it.optimedit.eu";"*:8065:it.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_production";"443";"production.optimedit.eu";"*:443:production.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_production";"8066";"production.optimedit.eu";"*:8066:production.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_formation";"443";"formation.optimedit.eu";"*:443:formation.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_formation";"8067";"formation.optimedit.eu";"*:8067:formation.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_achat";"443";"achat.optimedit.eu";"*:443:achat.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_achat";"8068";"achat.optimedit.eu";"*:8068:achat.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_commercial";"443";"commercial.optimedit.eu";"*:443:commercial.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_commercial";"8069";"commercial.optimedit.eu";"*:8069:commercial.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_client";"443";"client.optimedit.eu";"*:443:client.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_client";"8070";"client.optimedit.eu";"*:8070:client.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_juridique";"443";"juridique.optimedit.eu";"*:443:juridique.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_juridique";"8071";"juridique.optimedit.eu";"*:8071:juridique.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_blog";"443";"blog.optimedit.eu";"*:443:blog.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_blog";"8072";"blog.optimedit.eu";"*:8072:blog.optimedit.eu";"0771F8F175BEBAC40FE6F87BC9798B138BA6092B";"CN=opt-iis-04.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 16:02:57";"IIS-SAN-Backend";"OK";"OPT-IIS-04.optimedit.eu"
"Site_direction";"443";"direction.optimedit.eu";"*:443:direction.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_direction";"8060";"direction.optimedit.eu";"*:8060:direction.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_comptabilite";"443";"comptabilite.optimedit.eu";"*:443:comptabilite.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_comptabilite";"8061";"comptabilite.optimedit.eu";"*:8061:comptabilite.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_paie";"443";"paie.optimedit.eu";"*:443:paie.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_paie";"8062";"paie.optimedit.eu";"*:8062:paie.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_rh";"443";"rh.optimedit.eu";"*:443:rh.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_rh";"8063";"rh.optimedit.eu";"*:8063:rh.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_ce";"443";"ce.optimedit.eu";"*:443:ce.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_ce";"8064";"ce.optimedit.eu";"*:8064:ce.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_it";"443";"it.optimedit.eu";"*:443:it.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_it";"8065";"it.optimedit.eu";"*:8065:it.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_production";"443";"production.optimedit.eu";"*:443:production.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_production";"8066";"production.optimedit.eu";"*:8066:production.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_formation";"443";"formation.optimedit.eu";"*:443:formation.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_formation";"8067";"formation.optimedit.eu";"*:8067:formation.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_achat";"443";"achat.optimedit.eu";"*:443:achat.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_achat";"8068";"achat.optimedit.eu";"*:8068:achat.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_commercial";"443";"commercial.optimedit.eu";"*:443:commercial.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_commercial";"8069";"commercial.optimedit.eu";"*:8069:commercial.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_client";"443";"client.optimedit.eu";"*:443:client.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_client";"8070";"client.optimedit.eu";"*:8070:client.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_juridique";"443";"juridique.optimedit.eu";"*:443:juridique.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_juridique";"8071";"juridique.optimedit.eu";"*:8071:juridique.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_blog";"443";"blog.optimedit.eu";"*:443:blog.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_blog";"8072";"blog.optimedit.eu";"*:8072:blog.optimedit.eu";"5B519FE83FDDAD8B37D72657321EB18C34C9D68C";"CN=opt-iis-05.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-05.optimedit.eu"
"Site_direction";"443";"direction.optimedit.eu";"*:443:direction.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_direction";"8060";"direction.optimedit.eu";"*:8060:direction.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_comptabilite";"443";"comptabilite.optimedit.eu";"*:443:comptabilite.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_comptabilite";"8061";"comptabilite.optimedit.eu";"*:8061:comptabilite.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_paie";"443";"paie.optimedit.eu";"*:443:paie.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_paie";"8062";"paie.optimedit.eu";"*:8062:paie.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_rh";"443";"rh.optimedit.eu";"*:443:rh.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_rh";"8063";"rh.optimedit.eu";"*:8063:rh.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_ce";"443";"ce.optimedit.eu";"*:443:ce.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_ce";"8064";"ce.optimedit.eu";"*:8064:ce.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_it";"443";"it.optimedit.eu";"*:443:it.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_it";"8065";"it.optimedit.eu";"*:8065:it.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_production";"443";"production.optimedit.eu";"*:443:production.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_production";"8066";"production.optimedit.eu";"*:8066:production.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_formation";"443";"formation.optimedit.eu";"*:443:formation.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_formation";"8067";"formation.optimedit.eu";"*:8067:formation.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_achat";"443";"achat.optimedit.eu";"*:443:achat.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_achat";"8068";"achat.optimedit.eu";"*:8068:achat.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_commercial";"443";"commercial.optimedit.eu";"*:443:commercial.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_commercial";"8069";"commercial.optimedit.eu";"*:8069:commercial.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_client";"443";"client.optimedit.eu";"*:443:client.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_client";"8070";"client.optimedit.eu";"*:8070:client.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_juridique";"443";"juridique.optimedit.eu";"*:443:juridique.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_juridique";"8071";"juridique.optimedit.eu";"*:8071:juridique.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_blog";"443";"blog.optimedit.eu";"*:443:blog.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
"Site_blog";"8072";"blog.optimedit.eu";"*:8072:blog.optimedit.eu";"291D484B5939D4F7A8B372CB12BAEFDF57E0DC9C";"CN=opt-iis-06.optimedit.eu";"CN=Optimedit-CA3, DC=optimedit, DC=eu";"2026-11-08 20:50:06";"IIS-SAN-Backend";"OK";"OPT-IIS-06.optimedit.eu"
